Date,City,Source,Tickets Sold,Revenue,Season,Num_Shows,Capacity
16-Sep-21,Edmonton,,0,$0.00 ,2021,6,12000
16-Sep-21,Calgary,,11,$740.94 ,2021,8,16000
17-Sep-21,Edmonton,,0,$0.00 ,2021,6,12000
17-Sep-21,Calgary,,12,$816.48 ,2021,8,16000
18-Sep-21,Calgary,,8,$676.32 ,2021,8,16000
18-Sep-21,Edmonton,,8,$360.32 ,2021,6,12000
19-Sep-21,Edmonton,,6,$449.24 ,2021,6,12000
19-Sep-21,Calgary,,7,$634.78 ,2021,8,16000
20-Sep-21,Edmonton,,4,$516.16 ,2021,6,12000
20-Sep-21,Calgary,,6,$609.24 ,2021,8,16000
21-Sep-21,Edmonton,,2,$115.08 ,2021,6,12000
21-Sep-21,Calgary,,14,$885.56 ,2021,8,16000
22-Sep-21,Calgary,,11,$704.94 ,2021,8,16000
22-Sep-21,Edmonton,,12,"$1,014.48 ",2021,6,12000
23-Sep-21,Edmonton,,4,$230.16 ,2021,6,12000
23-Sep-21,Calgary,,11,"$1,004.94 ",2021,8,16000
24-Sep-21,Edmonton,,8,$406.32 ,2021,6,12000
24-Sep-21,Calgary,,18,"$1,801.72 ",2021,8,16000
25-Sep-21,Edmonton,,14,"$1,213.56 ",2021,6,12000
25-Sep-21,Calgary,,36,"$2,503.44 ",2021,8,16000
26-Sep-21,Edmonton,,15,"$1,195.10 ",2021,6,12000
26-Sep-21,Calgary,,27,"$2,161.58 ",2021,8,16000
27-Sep-21,Edmonton,,16,"$1,448.64 ",2021,6,12000
27-Sep-21,Calgary,,26,"$2,480.04 ",2021,8,16000
28-Sep-21,Edmonton,,8,$580.32 ,2021,6,12000
28-Sep-21,Calgary,,13,"$1,238.02 ",2021,8,16000
29-Sep-21,Edmonton,,24,"$1,599.56 ",2021,6,12000
29-Sep-21,Calgary,,28,"$2,171.12 ",2021,8,16000
30-Sep-21,Edmonton,,14,$757.56 ,2021,6,12000
30-Sep-21,Calgary,,19,"$1,497.26 ",2021,8,16000
01-Oct-21,Edmonton,,16,$816.64 ,2021,6,12000
01-Oct-21,Calgary,,23,"$1,543.42 ",2021,8,16000
02-Oct-21,Edmonton,,10,$885.40 ,2021,6,12000
02-Oct-21,Calgary,,25,"$2,218.50 ",2021,8,16000
03-Oct-21,Edmonton,,16,"$1,318.64 ",2021,6,12000
03-Oct-21,Calgary,,30,"$2,430.20 ",2021,8,16000
04-Oct-21,Edmonton,,6,$337.24 ,2021,6,12000
04-Oct-21,Calgary,,27,"$2,339.98 ",2021,8,16000
05-Oct-21,Calgary,,14,"$1,277.56 ",2021,8,16000
05-Oct-21,Edmonton,,21,"$1,548.34 ",2021,6,12000
06-Oct-21,Edmonton,,9,$585.86 ,2021,6,12000
06-Oct-21,Calgary,,46,"$3,182.84 ",2021,8,16000
07-Oct-21,Edmonton,,6,$345.24 ,2021,6,12000
07-Oct-21,Calgary,,19,"$1,473.26 ",2021,8,16000
08-Oct-21,Edmonton,,20,"$1,582.80 ",2021,6,12000
08-Oct-21,Calgary,,28,"$2,507.12 ",2021,8,16000
09-Oct-21,Edmonton,,22,"$1,829.88 ",2021,6,12000
09-Oct-21,Calgary,,23,"$1,967.42 ",2021,8,16000
10-Oct-21,Edmonton,,19,"$1,299.26 ",2021,6,12000
10-Oct-21,Calgary,,26,"$2,190.04 ",2021,8,16000
11-Oct-21,Calgary,,18,"$1,969.72 ",2021,8,16000
11-Oct-21,Edmonton,,42,"$3,340.68 ",2021,6,12000
12-Oct-21,Edmonton,,12,"$1,090.48 ",2021,6,12000
12-Oct-21,Calgary,,40,"$3,253.60 ",2021,8,16000
13-Oct-21,Edmonton,,26,"$1,920.04 ",2021,6,12000
13-Oct-21,Calgary,,44,"$3,779.76 ",2021,8,16000
14-Oct-21,Calgary,,26,"$2,124.04 ",2021,8,16000
14-Oct-21,Edmonton,,30,"$2,320.20 ",2021,6,12000
15-Oct-21,Edmonton,,36,"$2,895.44 ",2021,6,12000
15-Oct-21,Calgary,,47,"$3,444.38 ",2021,8,16000
16-Oct-21,Edmonton,,25,"$1,952.50 ",2021,6,12000
16-Oct-21,Calgary,,66,"$5,674.84 ",2021,8,16000
17-Oct-21,Calgary,,53,"$4,527.62 ",2021,8,16000
17-Oct-21,Edmonton,,61,"$4,366.94 ",2021,6,12000
18-Oct-21,Edmonton,,39,"$3,416.06 ",2021,6,12000
18-Oct-21,Calgary,,41,"$3,501.14 ",2021,8,16000
19-Oct-21,Calgary,,43,"$3,682.22 ",2021,8,16000
19-Oct-21,Edmonton,,45,"$3,633.30 ",2021,6,12000
20-Oct-21,Edmonton,,29,"$2,524.66 ",2021,6,12000
20-Oct-21,Calgary,,49,"$3,581.46 ",2021,8,16000
21-Oct-21,Calgary,,48,"$3,787.92 ",2021,8,16000
21-Oct-21,Edmonton,,52,"$4,124.08 ",2021,6,12000
22-Oct-21,Calgary,,43,"$3,756.22 ",2021,8,16000
22-Oct-21,Edmonton,,43,"$3,654.22 ",2021,6,12000
23-Oct-21,Edmonton,,38,"$2,896.52 ",2021,6,12000
23-Oct-21,Calgary,,133,"$10,596.82 ",2021,8,16000
24-Oct-21,Edmonton,,36,"$2,979.44 ",2021,6,12000
24-Oct-21,Calgary,,136,"$10,424.64 ",2021,8,16000
25-Oct-21,Calgary,,81,"$6,818.74 ",2021,8,16000
25-Oct-21,Edmonton,,88,"$7,259.72 ",2021,6,12000
26-Oct-21,Edmonton,,71,"$6,129.34 ",2021,6,12000
26-Oct-21,Calgary,,75,"$5,623.50 ",2021,8,16000
27-Oct-21,Calgary,,91,"$8,364.14 ",2021,8,16000
27-Oct-21,Edmonton,,107,"$8,894.78 ",2021,6,12000
28-Oct-21,Edmonton,,25,"$1,744.90 ",2021,6,12000
28-Oct-21,Calgary,,80,"$6,274.00 ",2021,8,16000
29-Oct-21,Edmonton,,95,"$7,135.10 ",2021,6,12000
29-Oct-21,Calgary,,191,"$14,020.14 ",2021,8,16000
30-Oct-21,Edmonton,,150,"$11,467.00 ",2021,6,12000
30-Oct-21,Calgary,,166,"$11,594.44 ",2021,8,16000
31-Oct-21,Edmonton,,51,"$3,936.14 ",2021,6,12000
31-Oct-21,Calgary,,117,"$9,444.58 ",2021,8,16000
01-Nov-21,Edmonton,,82,"$6,494.28 ",2021,6,12000
01-Nov-21,Calgary,,145,"$10,720.90 ",2021,8,16000
02-Nov-21,Edmonton,,89,"$6,464.26 ",2021,6,12000
02-Nov-21,Calgary,,146,"$11,196.84 ",2021,8,16000
03-Nov-21,Edmonton,,70,"$4,936.60 ",2021,6,12000
03-Nov-21,Calgary,,125,"$9,063.70 ",2021,8,16000
04-Nov-21,Edmonton,,78,"$5,702.52 ",2021,6,12000
04-Nov-21,Calgary,,126,"$8,542.44 ",2021,8,16000
05-Nov-21,Edmonton,,102,"$6,825.08 ",2021,6,12000
05-Nov-21,Calgary,,205,"$15,485.70 ",2021,8,16000
06-Nov-21,Edmonton,,126,"$10,248.44 ",2021,6,12000
06-Nov-21,Calgary,,218,"$17,084.52 ",2021,8,16000
07-Nov-21,Edmonton,,185,"$14,994.50 ",2021,6,12000
07-Nov-21,Calgary,,218,"$15,890.12 ",2021,8,16000
08-Nov-21,Edmonton,,171,"$12,698.14 ",2021,6,12000
08-Nov-21,Calgary,,301,"$22,152.74 ",2021,8,16000
09-Nov-21,Edmonton,,208,"$16,303.12 ",2021,6,12000
09-Nov-21,Calgary,,236,"$16,591.84 ",2021,8,16000
10-Nov-21,Edmonton,,210,"$16,832.60 ",2021,6,12000
10-Nov-21,Calgary,,271,"$19,183.14 ",2021,8,16000
11-Nov-21,Edmonton,,173,"$14,022.02 ",2021,6,12000
11-Nov-21,Calgary,,225,"$16,129.30 ",2021,8,16000
12-Nov-21,Edmonton,,153,"$11,208.42 ",2021,6,12000
12-Nov-21,Calgary,,207,"$15,377.58 ",2021,8,16000
13-Nov-21,Edmonton,,172,"$13,644.48 ",2021,6,12000
13-Nov-21,Calgary,,233,"$18,887.22 ",2021,8,16000
14-Nov-21,Edmonton,,221,"$16,039.54 ",2021,6,12000
14-Nov-21,Calgary,,267,"$20,289.18 ",2021,8,16000
15-Nov-21,Edmonton,,181,"$15,071.94 ",2021,6,12000
15-Nov-21,Calgary,,292,"$22,141.28 ",2021,8,16000
16-Nov-21,Edmonton,,211,"$15,520.94 ",2021,6,12000
16-Nov-21,Calgary,,282,"$22,373.48 ",2021,8,16000
17-Nov-21,Edmonton,,211,"$16,308.54 ",2021,6,12000
17-Nov-21,Calgary,,296,"$21,919.24 ",2021,8,16000
18-Nov-21,Edmonton,,215,"$17,029.90 ",2021,6,12000
18-Nov-21,Calgary,,226,"$17,086.44 ",2021,8,16000
19-Nov-21,Edmonton,,272,"$21,694.48 ",2021,6,12000
19-Nov-21,Calgary,,329,"$26,505.46 ",2021,8,16000
20-Nov-21,Edmonton,,229,"$17,387.66 ",2021,6,12000
20-Nov-21,Calgary,,305,"$24,037.10 ",2021,8,16000
21-Nov-21,Edmonton,,189,"$14,611.46 ",2021,6,12000
21-Nov-21,Calgary,,222,"$16,514.68 ",2021,8,16000
22-Nov-21,Edmonton,,198,"$16,663.32 ",2021,6,12000
22-Nov-21,Calgary,,329,"$26,375.26 ",2021,8,16000
23-Nov-21,Edmonton,,183,"$15,264.82 ",2021,6,12000
23-Nov-21,Calgary,,311,"$25,354.14 ",2021,8,16000
24-Nov-21,Edmonton,,186,"$17,724.80 ",2021,6,12000
24-Nov-21,Calgary,,305,"$24,943.62 ",2021,8,16000
25-Nov-21,Edmonton,,154,"$14,271.10 ",2021,6,12000
25-Nov-21,Calgary,,212,"$18,438.08 ",2021,8,16000
26-Nov-21,Edmonton,,351,"$26,674.58 ",2021,6,12000
26-Nov-21,Calgary,,890,"$61,386.66 ",2021,8,16000
27-Nov-21,Edmonton,,253,"$21,365.27 ",2021,6,12000
27-Nov-21,Calgary,,604,"$45,679.90 ",2021,8,16000
28-Nov-21,Edmonton,,160,"$15,706.44 ",2021,6,12000
28-Nov-21,Calgary,,244,"$22,682.68 ",2021,8,16000
29-Nov-21,Edmonton,,177,"$15,961.95 ",2021,6,12000
29-Nov-21,Calgary,,217,"$19,434.11 ",2021,8,16000
30-Nov-21,Edmonton,,150,"$12,873.90 ",2021,6,12000
30-Nov-21,Calgary,,234,"$24,332.10 ",2021,8,16000
01-Dec-21,Edmonton,,173,"$14,933.15 ",2021,6,12000
01-Dec-21,Calgary,,183,"$19,252.22 ",2021,8,16000
02-Dec-21,Edmonton,,159,"$13,907.46 ",2021,6,12000
02-Dec-21,Calgary,,208,"$21,227.10 ",2021,8,16000
03-Dec-21,Edmonton,,150,"$12,041.24 ",2021,6,12000
03-Dec-21,Calgary,,181,"$16,813.48 ",2021,8,16000
04-Dec-21,Edmonton,,123,"$8,897.40 ",2021,6,12000
04-Dec-21,Calgary,,244,"$24,622.06 ",2021,8,16000
05-Dec-21,Edmonton,,77,"$6,227.28 ",2021,6,12000
05-Dec-21,Calgary,,256,"$24,119.55 ",2021,8,16000
06-Dec-21,Edmonton,,0,$0.00 ,2021,6,12000
06-Dec-21,Calgary,,300,"$27,429.48 ",2021,8,16000
07-Dec-21,Edmonton,,-5,($230.10),2021,6,12000
07-Dec-21,Calgary,,230,"$23,196.92 ",2021,8,16000
08-Dec-21,Edmonton,,0,$0.00 ,2021,6,12000
08-Dec-21,Calgary,,264,"$26,589.34 ",2021,8,16000
09-Dec-21,Edmonton,,-3,($196.64),2021,6,12000
09-Dec-21,Calgary,,189,"$17,003.57 ",2021,8,16000
10-Dec-21,Edmonton,,-2,($187.08),2021,6,12000
10-Dec-21,Calgary,,248,"$23,273.11 ",2021,8,16000
11-Dec-21,Edmonton,,0,$0.00 ,2021,6,12000
11-Dec-21,Calgary,,259,"$23,417.19 ",2021,8,16000
12-Dec-21,Edmonton,,0,$0.00 ,2021,6,12000
12-Dec-21,Calgary,,259,"$23,397.27 ",2021,8,16000
13-Dec-21,Edmonton,,0,$0.00 ,2021,6,12000
13-Dec-21,Calgary,,268,"$24,355.82 ",2021,8,16000
14-Dec-21,Edmonton,,0,$0.00 ,2021,6,12000
14-Dec-21,Calgary,,223,"$20,978.62 ",2021,8,16000
15-Dec-21,Edmonton,,-5,($347.75),2021,6,12000
15-Dec-21,Calgary,,182,"$16,644.83 ",2021,8,16000
16-Dec-21,Edmonton,,0,$0.00 ,2021,6,12000
16-Dec-21,Calgary,,184,"$16,666.13 ",2021,8,16000
17-Dec-21,Edmonton,,0,$0.00 ,2021,6,12000
17-Dec-21,Calgary,,126,"$9,769.56 ",2021,8,16000
18-Dec-21,Edmonton,,0,$0.00 ,2021,6,12000
18-Dec-21,Calgary,,149,"$13,496.41 ",2021,8,16000
19-Dec-21,Edmonton,,0,$0.00 ,2021,6,12000
19-Dec-21,Calgary,,116,"$11,102.87 ",2021,8,16000
20-Dec-21,Edmonton,,0,$0.00 ,2021,6,12000
20-Dec-21,Calgary,,98,"$7,237.21 ",2021,8,16000
21-Dec-21,Edmonton,,0,$0.00 ,2021,6,12000
21-Dec-21,Calgary,,54,"$5,377.00 ",2021,8,16000
22-Dec-21,Calgary,,-103,"($9,087.23)",2021,8,16000
22-Dec-21,Edmonton,,0,$0.00 ,2021,6,12000
23-Dec-21,Calgary,,-81,"($6,556.48)",2021,8,16000
23-Dec-21,Edmonton,,0,$0.00 ,2021,6,12000
24-Dec-21,Calgary,,-4,($270.16),2021,8,16000
24-Dec-21,Edmonton,,0,$0.00 ,2021,6,12000
25-Dec-21,Calgary,,0,$0.00 ,2021,8,16000
25-Dec-21,Edmonton,,0,$0.00 ,2021,6,12000
26-Dec-21,Calgary,,0,$0.00 ,2021,8,16000
26-Dec-21,Edmonton,,0,$0.00 ,2021,6,12000
27-Dec-21,Calgary,,0,$0.00 ,2021,8,16000
27-Dec-21,Edmonton,,0,$0.00 ,2021,6,12000
28-Dec-21,Calgary,,0,$0.00 ,2021,8,16000
28-Dec-21,Edmonton,,0,$0.00 ,2021,6,12000
29-Dec-21,Calgary,,-4,($374.16),2021,8,16000
29-Dec-21,Edmonton,,-1,($71.70),2021,6,12000
30-Dec-21,Calgary,,0,$0.00 ,2021,8,16000
31-Dec-21,Calgary,,0,$0.00 ,2021,8,16000
01-Jan-22,Calgary,,0,$0.00 ,2021,8,16000
02-Jan-22,Calgary,,0,$0.00 ,2021,8,16000
03-Jan-22,Calgary,,0,$0.00 ,2021,8,16000
04-Jan-22,Calgary,,0,$0.00 ,2021,8,16000
05-Jan-22,Calgary,,0,$0.00 ,2021,8,16000
06-Jan-22,Calgary,,0,$0.00 ,2021,8,16000
07-Jan-22,Calgary,,-2,($139.10),2021,8,16000
08-Jan-22,Calgary,,0,$0.00 ,2021,8,16000
09-Jan-22,Calgary,,0,$0.00 ,2021,8,16000
10-Jan-22,Calgary,,-1,($99.55),2021,8,16000
11-Jan-22,Calgary,,0,$0.00 ,2021,8,16000
12-Jan-22,Calgary,,0,$0.00 ,2021,8,16000
13-Jan-22,Calgary,,-3,($232.62),2021,8,16000
14-Jan-22,Calgary,,0,$0.00 ,2021,8,16000
15-Jan-22,Calgary,,0,$0.00 ,2021,8,16000
16-Jan-22,Calgary,,0,$0.00 ,2021,8,16000
17-Jan-22,Calgary,,0,$0.00 ,2021,8,16000
18-Jan-22,Calgary,,"-2,937","($246,199.45)",2021,8,16000
19-Jan-22,Calgary,,0,$0.00 ,2021,8,16000
20-Jan-22,Calgary,,0,$0.00 ,2021,8,16000
21-Jan-22,Calgary,,0,$0.00 ,2021,8,16000
22-Jan-22,Calgary,,0,$0.00 ,2021,8,16000
23-Jan-22,Calgary,,0,$0.00 ,2021,8,16000
24-Jan-22,Calgary,,0,$0.00 ,2021,8,16000
25-Jan-22,Calgary,,-8,($919.36),2021,8,16000
26-Jan-22,Calgary,,0,$0.00 ,2021,8,16000
27-Jan-22,Calgary,,-4,($470.16),2021,8,16000
16-May-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
16-May-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
17-May-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
17-May-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
17-May-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
17-May-22,Calgary,Archtics,1,$0.00 ,2022,10,20000
18-May-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
18-May-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
18-May-22,Edmonton,Archtics,6,$674.28 ,2022,6,12000
18-May-22,Calgary,Archtics,11,"$1,091.41 ",2022,10,20000
19-May-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
19-May-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
19-May-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
19-May-22,Calgary,Archtics,5,$546.66 ,2022,10,20000
20-May-22,Calgary,Archtics,0,$0.00 ,2022,10,20000
20-May-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
20-May-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
20-May-22,Edmonton,Archtics,2,$232.38 ,2022,6,12000
21-May-22,Calgary,Archtics,0,$0.00 ,2022,10,20000
21-May-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
21-May-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
21-May-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
22-May-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
22-May-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
22-May-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
22-May-22,Calgary,Archtics,2,$209.52 ,2022,10,20000
23-May-22,Calgary,Archtics,0,$0.00 ,2022,10,20000
23-May-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
23-May-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
23-May-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
24-May-22,Calgary,Archtics,0,$0.00 ,2022,10,20000
24-May-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
24-May-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
24-May-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
25-May-22,Calgary,Archtics,0,$0.00 ,2022,10,20000
25-May-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
25-May-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
25-May-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
26-May-22,Calgary,Archtics,0,$0.00 ,2022,10,20000
26-May-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
26-May-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
26-May-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
27-May-22,Calgary,Archtics,0,$0.00 ,2022,10,20000
27-May-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
27-May-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
27-May-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
28-May-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
28-May-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
28-May-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
28-May-22,Calgary,Archtics,6,$537.14 ,2022,10,20000
29-May-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
29-May-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
29-May-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
29-May-22,Calgary,Archtics,2,$278.10 ,2022,10,20000
30-May-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
30-May-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
30-May-22,Edmonton,Archtics,2,$209.52 ,2022,6,12000
30-May-22,Calgary,Archtics,7,$859.05 ,2022,10,20000
31-May-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
31-May-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
31-May-22,Edmonton,Archtics,9,$832.37 ,2022,6,12000
31-May-22,Calgary,Archtics,11,"$1,266.66 ",2022,10,20000
01-Jun-22,Calgary,Archtics,0,$0.00 ,2022,10,20000
01-Jun-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
01-Jun-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
01-Jun-22,Edmonton,Archtics,4,$419.04 ,2022,6,12000
02-Jun-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
02-Jun-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
02-Jun-22,Edmonton,Archtics,3,$253.33 ,2022,6,12000
02-Jun-22,Calgary,Archtics,5,$356.20 ,2022,10,20000
03-Jun-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
03-Jun-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
03-Jun-22,Edmonton,Archtics,2,$87.62 ,2022,6,12000
03-Jun-22,Calgary,Archtics,3,$337.14 ,2022,10,20000
04-Jun-22,Calgary,Archtics,0,$0.00 ,2022,10,20000
04-Jun-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
04-Jun-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
04-Jun-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
05-Jun-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
05-Jun-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
05-Jun-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
05-Jun-22,Calgary,Archtics,10,$773.32 ,2022,10,20000
06-Jun-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
06-Jun-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
06-Jun-22,Calgary,Archtics,3,$314.28 ,2022,10,20000
06-Jun-22,Edmonton,Archtics,3,$314.28 ,2022,6,12000
07-Jun-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
07-Jun-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
07-Jun-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
07-Jun-22,Calgary,Archtics,6,$510.46 ,2022,10,20000
